business_type,item_name,date,price,shelf_life_hours,quantity_available,quantity_sold,customer_demand,waste_quantity,weather_condition,holiday_flag
Cafe,Espresso,2025-08-14,25,0.5,51,45,45,6,Clear,0
Cafe,Cappuccino,2025-08-14,35,0.5,67,67,70,0,Clear,0
Cafe,Latte,2025-08-14,40,0.5,64,53,53,11,Clear,0
Cafe,Croissant,2025-08-14,30,12.0,38,32,32,6,Clear,0
Cafe,Sandwich,2025-08-14,45,8.0,47,47,49,0,Clear,0
Bakery,White Bread,2025-08-14,20,24.0,58,57,57,1,Clear,0
Bakery,Croissants,2025-08-14,30,12.0,46,42,42,4,Clear,0
Bakery,Donuts,2025-08-14,15,12.0,64,64,67,0,Clear,0
Bakery,Cake Slice,2025-08-14,40,48.0,27,27,28,0,Clear,0
Bakery,Cookies,2025-08-14,10,72.0,55,49,49,6,Clear,0
Cafe,Espresso,2025-08-15,25,0.5,33,32,32,1,Clear,1
Cafe,Cappuccino,2025-08-15,35,0.5,43,43,52,0,Clear,1
Cafe,Latte,2025-08-15,40,0.5,42,38,38,4,Clear,1
Cafe,Croissant,2025-08-15,30,12.0,26,25,25,1,Clear,1
Cafe,Sandwich,2025-08-15,45,8.0,31,30,30,1,Clear,1
Bakery,White Bread,2025-08-15,20,24.0,113,91,91,22,Clear,1
Bakery,Croissants,2025-08-15,30,12.0,92,83,83,9,Clear,1
Bakery,Donuts,2025-08-15,15,12.0,118,118,127,0,Clear,1
Bakery,Cake Slice,2025-08-15,40,48.0,48,48,51,0,Clear,1
Bakery,Cookies,2025-08-15,10,72.0,92,92,94,0,Clear,1
Cafe,Espresso,2025-08-16,25,0.5,44,38,38,6,Clear,0
Cafe,Cappuccino,2025-08-16,35,0.5,52,52,52,0,Clear,0
Cafe,Latte,2025-08-16,40,0.5,48,48,53,0,Clear,0
Cafe,Croissant,2025-08-16,30,12.0,32,32,37,0,Clear,0
Cafe,Sandwich,2025-08-16,45,8.0,38,38,40,0,Clear,0
Bakery,White Bread,2025-08-16,20,24.0,81,81,87,0,Clear,0
Bakery,Croissants,2025-08-16,30,12.0,75,60,60,15,Clear,0
Bakery,Donuts,2025-08-16,15,12.0,107,100,100,7,Clear,0
Bakery,Cake Slice,2025-08-16,40,48.0,41,38,38,3,Clear,0
Bakery,Cookies,2025-08-16,10,72.0,77,58,58,19,Clear,0
Cafe,Espresso,2025-08-17,25,0.5,44,41,41,3,Rainy,0
Cafe,Cappuccino,2025-08-17,35,0.5,69,63,63,6,Rainy,0
Cafe,Latte,2025-08-17,40,0.5,63,56,56,7,Rainy,0
Cafe,Croissant,2025-08-17,30,12.0,36,36,36,0,Rainy,0
Cafe,Sandwich,2025-08-17,45,8.0,42,36,36,6,Rainy,0
Bakery,White Bread,2025-08-17,20,24.0,80,60,60,20,Rainy,0
Bakery,Croissants,2025-08-17,30,12.0,64,58,58,6,Rainy,0
Bakery,Donuts,2025-08-17,15,12.0,87,67,67,20,Rainy,0
Bakery,Cake Slice,2025-08-17,40,48.0,41,33,33,8,Rainy,0
Bakery,Cookies,2025-08-17,10,72.0,64,64,73,0,Rainy,0
Cafe,Espresso,2025-08-18,25,0.5,53,43,43,10,Clear,0
Cafe,Cappuccino,2025-08-18,35,0.5,62,55,55,7,Clear,0
Cafe,Latte,2025-08-18,40,0.5,58,50,50,8,Clear,0
Cafe,Croissant,2025-08-18,30,12.0,39,31,31,8,Clear,0
Cafe,Sandwich,2025-08-18,45,8.0,44,44,50,0,Clear,0
Bakery,White Bread,2025-08-18,20,24.0,62,53,53,9,Clear,0
Bakery,Croissants,2025-08-18,30,12.0,45,42,42,3,Clear,0
Bakery,Donuts,2025-08-18,15,12.0,70,59,59,11,Clear,0
Bakery,Cake Slice,2025-08-18,40,48.0,27,27,29,0,Clear,0
Bakery,Cookies,2025-08-18,10,72.0,52,40,40,12,Clear,0
Cafe,Espresso,2025-08-19,25,0.5,52,52,52,0,Clear,0
Cafe,Cappuccino,2025-08-19,35,0.5,69,53,53,16,Clear,0
Cafe,Latte,2025-08-19,40,0.5,59,58,58,1,Clear,0
Cafe,Croissant,2025-08-19,30,12.0,35,34,34,1,Clear,0
Cafe,Sandwich,2025-08-19,45,8.0,46,37,37,9,Clear,0
Bakery,White Bread,2025-08-19,20,24.0,58,45,45,13,Clear,0
Bakery,Croissants,2025-08-19,30,12.0,42,36,36,6,Clear,0
Bakery,Donuts,2025-08-19,15,12.0,76,68,68,8,Clear,0
Bakery,Cake Slice,2025-08-19,40,48.0,32,25,25,7,Clear,0
Bakery,Cookies,2025-08-19,10,72.0,48,46,46,2,Clear,0
Cafe,Espresso,2025-08-20,25,0.5,46,46,48,0,Clear,0
Cafe,Cappuccino,2025-08-20,35,0.5,62,60,60,2,Clear,0
Cafe,Latte,2025-08-20,40,0.5,63,58,58,5,Clear,0
Cafe,Croissant,2025-08-20,30,12.0,38,36,36,2,Clear,0
Cafe,Sandwich,2025-08-20,45,8.0,44,44,47,0,Clear,0
Bakery,White Bread,2025-08-20,20,24.0,63,60,60,3,Clear,0
Bakery,Croissants,2025-08-20,30,12.0,49,37,37,12,Clear,0
Bakery,Donuts,2025-08-20,15,12.0,72,59,59,13,Clear,0
Bakery,Cake Slice,2025-08-20,40,48.0,28,28,29,0,Clear,0
Bakery,Cookies,2025-08-20,10,72.0,47,47,53,0,Clear,0
Cafe,Espresso,2025-08-21,25,0.5,51,51,55,0,Clear,0
Cafe,Cappuccino,2025-08-21,35,0.5,67,67,67,0,Clear,0
Cafe,Latte,2025-08-21,40,0.5,56,56,59,0,Clear,0
Cafe,Croissant,2025-08-21,30,12.0,36,36,40,0,Clear,0
Cafe,Sandwich,2025-08-21,45,8.0,44,44,45,0,Clear,0
Bakery,White Bread,2025-08-21,20,24.0,53,42,42,11,Clear,0
Bakery,Croissants,2025-08-21,30,12.0,49,34,34,15,Clear,0
Bakery,Donuts,2025-08-21,15,12.0,64,49,49,15,Clear,0
Bakery,Cake Slice,2025-08-21,40,48.0,32,28,28,4,Clear,0
Bakery,Cookies,2025-08-21,10,72.0,51,42,42,9,Clear,0
Cafe,Espresso,2025-08-22,25,0.5,51,43,43,8,Clear,0
Cafe,Cappuccino,2025-08-22,35,0.5,62,55,55,7,Clear,0
Cafe,Latte,2025-08-22,40,0.5,62,62,64,0,Clear,0
Cafe,Croissant,2025-08-22,30,12.0,37,31,31,6,Clear,0
Cafe,Sandwich,2025-08-22,45,8.0,41,41,50,0,Clear,0
Bakery,White Bread,2025-08-22,20,24.0,56,56,56,0,Clear,0
Bakery,Croissants,2025-08-22,30,12.0,48,39,39,9,Clear,0
Bakery,Donuts,2025-08-22,15,12.0,66,52,52,14,Clear,0
Bakery,Cake Slice,2025-08-22,40,48.0,30,28,28,2,Clear,0
Bakery,Cookies,2025-08-22,10,72.0,54,46,46,8,Clear,0
Cafe,Espresso,2025-08-23,25,0.5,31,26,26,5,Clear,1
Cafe,Cappuccino,2025-08-23,35,0.5,42,39,39,3,Clear,1
Cafe,Latte,2025-08-23,40,0.5,36,36,38,0,Clear,1
Cafe,Croissant,2025-08-23,30,12.0,24,23,23,1,Clear,1
Cafe,Sandwich,2025-08-23,45,8.0,25,24,24,1,Clear,1
Bakery,White Bread,2025-08-23,20,24.0,171,122,122,49,Clear,1
Bakery,Croissants,2025-08-23,30,12.0,123,106,106,17,Clear,1
Bakery,Donuts,2025-08-23,15,12.0,186,172,172,14,Clear,1
Bakery,Cake Slice,2025-08-23,40,48.0,86,61,61,25,Clear,1
Bakery,Cookies,2025-08-23,10,72.0,131,108,108,23,Clear,1
Cafe,Espresso,2025-08-24,25,0.5,41,41,45,0,Clear,0
Cafe,Cappuccino,2025-08-24,35,0.5,59,59,61,0,Clear,0
Cafe,Latte,2025-08-24,40,0.5,55,45,45,10,Clear,0
Cafe,Croissant,2025-08-24,30,12.0,34,31,31,3,Clear,0
Cafe,Sandwich,2025-08-24,45,8.0,39,39,39,0,Clear,0
Bakery,White Bread,2025-08-24,20,24.0,92,81,81,11,Clear,0
Bakery,Croissants,2025-08-24,30,12.0,65,62,62,3,Clear,0
Bakery,Donuts,2025-08-24,15,12.0,115,107,107,8,Clear,0
Bakery,Cake Slice,2025-08-24,40,48.0,40,33,33,7,Clear,0
Bakery,Cookies,2025-08-24,10,72.0,73,73,75,0,Clear,0
Cafe,Espresso,2025-08-25,25,0.5,50,50,54,0,Clear,0
Cafe,Cappuccino,2025-08-25,35,0.5,68,65,65,3,Clear,0
Cafe,Latte,2025-08-25,40,0.5,61,59,59,2,Clear,0
Cafe,Croissant,2025-08-25,30,12.0,37,37,38,0,Clear,0
Cafe,Sandwich,2025-08-25,45,8.0,45,45,48,0,Clear,0
Bakery,White Bread,2025-08-25,20,24.0,60,56,56,4,Clear,0
Bakery,Croissants,2025-08-25,30,12.0,43,40,40,3,Clear,0
Bakery,Donuts,2025-08-25,15,12.0,63,55,55,8,Clear,0
Bakery,Cake Slice,2025-08-25,40,48.0,30,30,30,0,Clear,0
Bakery,Cookies,2025-08-25,10,72.0,48,44,44,4,Clear,0
Cafe,Espresso,2025-08-26,25,0.5,50,50,52,0,Clear,0
Cafe,Cappuccino,2025-08-26,35,0.5,67,57,57,10,Clear,0
Cafe,Latte,2025-08-26,40,0.5,59,59,65,0,Clear,0
Cafe,Croissant,2025-08-26,30,12.0,39,31,31,8,Clear,0
Cafe,Sandwich,2025-08-26,45,8.0,46,36,36,10,Clear,0
Bakery,White Bread,2025-08-26,20,24.0,61,45,45,16,Clear,0
Bakery,Croissants,2025-08-26,30,12.0,51,38,38,13,Clear,0
Bakery,Donuts,2025-08-26,15,12.0,68,52,52,16,Clear,0
Bakery,Cake Slice,2025-08-26,40,48.0,28,28,29,0,Clear,0
Bakery,Cookies,2025-08-26,10,72.0,58,43,43,15,Clear,0
Cafe,Espresso,2025-08-27,25,0.5,53,50,50,3,Clear,0
Cafe,Cappuccino,2025-08-27,35,0.5,65,62,62,3,Clear,0
Cafe,Latte,2025-08-27,40,0.5,62,48,48,14,Clear,0
Cafe,Croissant,2025-08-27,30,12.0,39,35,35,4,Clear,0
Cafe,Sandwich,2025-08-27,45,8.0,46,37,37,9,Clear,0
Bakery,White Bread,2025-08-27,20,24.0,59,50,50,9,Clear,0
Bakery,Croissants,2025-08-27,30,12.0,48,34,34,14,Clear,0
Bakery,Donuts,2025-08-27,15,12.0,71,62,62,9,Clear,0
Bakery,Cake Slice,2025-08-27,40,48.0,30,26,26,4,Clear,0
Bakery,Cookies,2025-08-27,10,72.0,54,51,51,3,Clear,0
Cafe,Espresso,2025-08-28,25,0.5,50,41,41,9,Clear,0
Cafe,Cappuccino,2025-08-28,35,0.5,61,60,60,1,Clear,0
Cafe,Latte,2025-08-28,40,0.5,63,63,63,0,Clear,0
Cafe,Croissant,2025-08-28,30,12.0,40,38,38,2,Clear,0
Cafe,Sandwich,2025-08-28,45,8.0,44,37,37,7,Clear,0
Bakery,White Bread,2025-08-28,20,24.0,56,50,50,6,Clear,0
Bakery,Croissants,2025-08-28,30,12.0,43,36,36,7,Clear,0
Bakery,Donuts,2025-08-28,15,12.0,72,67,67,5,Clear,0
Bakery,Cake Slice,2025-08-28,40,48.0,32,30,30,2,Clear,0
Bakery,Cookies,2025-08-28,10,72.0,54,44,44,10,Clear,0
Cafe,Espresso,2025-08-29,25,0.5,47,47,47,0,Clear,0
Cafe,Cappuccino,2025-08-29,35,0.5,70,62,62,8,Clear,0
Cafe,Latte,2025-08-29,40,0.5,61,61,61,0,Clear,0
Cafe,Croissant,2025-08-29,30,12.0,37,36,36,1,Clear,0
Cafe,Sandwich,2025-08-29,45,8.0,43,36,36,7,Clear,0
Bakery,White Bread,2025-08-29,20,24.0,53,53,58,0,Clear,0
Bakery,Croissants,2025-08-29,30,12.0,45,41,41,4,Clear,0
Bakery,Donuts,2025-08-29,15,12.0,67,67,72,0,Clear,0
Bakery,Cake Slice,2025-08-29,40,48.0,28,25,25,3,Clear,0
Bakery,Cookies,2025-08-29,10,72.0,57,52,52,5,Clear,0
Cafe,Espresso,2025-08-30,25,0.5,42,41,41,1,Clear,0
Cafe,Cappuccino,2025-08-30,35,0.5,53,46,46,7,Clear,0
Cafe,Latte,2025-08-30,40,0.5,54,50,50,4,Clear,0
Cafe,Croissant,2025-08-30,30,12.0,33,33,35,0,Clear,0
Cafe,Sandwich,2025-08-30,45,8.0,39,32,32,7,Clear,0
Bakery,White Bread,2025-08-30,20,24.0,90,65,65,25,Clear,0
Bakery,Croissants,2025-08-30,30,12.0,74,65,65,9,Clear,0
Bakery,Donuts,2025-08-30,15,12.0,115,76,76,39,Clear,0
Bakery,Cake Slice,2025-08-30,40,48.0,40,35,35,5,Clear,0
Bakery,Cookies,2025-08-30,10,72.0,75,62,62,13,Clear,0
Cafe,Espresso,2025-08-31,25,0.5,41,41,45,0,Clear,0
Cafe,Cappuccino,2025-08-31,35,0.5,56,56,60,0,Clear,0
Cafe,Latte,2025-08-31,40,0.5,48,48,50,0,Clear,0
Cafe,Croissant,2025-08-31,30,12.0,30,27,27,3,Clear,0
Cafe,Sandwich,2025-08-31,45,8.0,40,32,32,8,Clear,0
Bakery,White Bread,2025-08-31,20,24.0,88,74,74,14,Clear,0
Bakery,Croissants,2025-08-31,30,12.0,68,68,71,0,Clear,0
Bakery,Donuts,2025-08-31,15,12.0,95,95,98,0,Clear,0
Bakery,Cake Slice,2025-08-31,40,48.0,48,39,39,9,Clear,0
Bakery,Cookies,2025-08-31,10,72.0,86,56,56,30,Clear,0
Cafe,Espresso,2025-09-01,25,0.5,59,59,65,0,Clear,0
Cafe,Cappuccino,2025-09-01,35,0.5,73,73,78,0,Clear,0
Cafe,Latte,2025-09-01,40,0.5,67,67,70,0,Clear,0
Cafe,Croissant,2025-09-01,30,12.0,44,44,51,0,Clear,0
Cafe,Sandwich,2025-09-01,45,8.0,52,47,47,5,Clear,0
Bakery,White Bread,2025-09-01,20,24.0,57,46,46,11,Clear,0
Bakery,Croissants,2025-09-01,30,12.0,47,39,39,8,Clear,0
Bakery,Donuts,2025-09-01,15,12.0,79,66,66,13,Clear,0
Bakery,Cake Slice,2025-09-01,40,48.0,31,23,23,8,Clear,0
Bakery,Cookies,2025-09-01,10,72.0,60,53,53,7,Clear,0
Cafe,Espresso,2025-09-02,25,0.5,58,47,47,11,Clear,0
Cafe,Cappuccino,2025-09-02,35,0.5,76,74,74,2,Clear,0
Cafe,Latte,2025-09-02,40,0.5,66,66,79,0,Clear,0
Cafe,Croissant,2025-09-02,30,12.0,47,46,46,1,Clear,0
Cafe,Sandwich,2025-09-02,45,8.0,51,48,48,3,Clear,0
Bakery,White Bread,2025-09-02,20,24.0,64,55,55,9,Clear,0
Bakery,Croissants,2025-09-02,30,12.0,45,43,43,2,Clear,0
Bakery,Donuts,2025-09-02,15,12.0,79,63,63,16,Clear,0
Bakery,Cake Slice,2025-09-02,40,48.0,28,28,30,0,Clear,0
Bakery,Cookies,2025-09-02,10,72.0,52,44,44,8,Clear,0
Cafe,Espresso,2025-09-03,25,0.5,60,56,56,4,Clear,0
Cafe,Cappuccino,2025-09-03,35,0.5,73,73,84,0,Clear,0
Cafe,Latte,2025-09-03,40,0.5,74,74,77,0,Clear,0
Cafe,Croissant,2025-09-03,30,12.0,43,43,43,0,Clear,0
Cafe,Sandwich,2025-09-03,45,8.0,55,54,54,1,Clear,0
Bakery,White Bread,2025-09-03,20,24.0,56,44,44,12,Clear,0
Bakery,Croissants,2025-09-03,30,12.0,49,49,50,0,Clear,0
Bakery,Donuts,2025-09-03,15,12.0,75,64,64,11,Clear,0
Bakery,Cake Slice,2025-09-03,40,48.0,28,28,29,0,Clear,0
Bakery,Cookies,2025-09-03,10,72.0,59,46,46,13,Clear,0
Cafe,Espresso,2025-09-04,25,0.5,55,55,56,0,Clear,0
Cafe,Cappuccino,2025-09-04,35,0.5,74,74,82,0,Clear,0
Cafe,Latte,2025-09-04,40,0.5,71,71,71,0,Clear,0
Cafe,Croissant,2025-09-04,30,12.0,47,42,42,5,Clear,0
Cafe,Sandwich,2025-09-04,45,8.0,54,50,50,4,Clear,0
Bakery,White Bread,2025-09-04,20,24.0,58,58,58,0,Clear,0
Bakery,Croissants,2025-09-04,30,12.0,52,40,40,12,Clear,0
Bakery,Donuts,2025-09-04,15,12.0,80,75,75,5,Clear,0
Bakery,Cake Slice,2025-09-04,40,48.0,30,30,32,0,Clear,0
Bakery,Cookies,2025-09-04,10,72.0,52,43,43,9,Clear,0
Cafe,Espresso,2025-09-05,25,0.5,59,49,49,10,Clear,0
Cafe,Cappuccino,2025-09-05,35,0.5,76,76,77,0,Clear,0
Cafe,Latte,2025-09-05,40,0.5,65,65,77,0,Clear,0
Cafe,Croissant,2025-09-05,30,12.0,47,43,43,4,Clear,0
Cafe,Sandwich,2025-09-05,45,8.0,55,48,48,7,Clear,0
Bakery,White Bread,2025-09-05,20,24.0,68,57,57,11,Clear,0
Bakery,Croissants,2025-09-05,30,12.0,51,37,37,14,Clear,0
Bakery,Donuts,2025-09-05,15,12.0,80,63,63,17,Clear,0
Bakery,Cake Slice,2025-09-05,40,48.0,29,22,22,7,Clear,0
Bakery,Cookies,2025-09-05,10,72.0,56,49,49,7,Clear,0
Cafe,Espresso,2025-09-06,25,0.5,46,46,51,0,Clear,0
Cafe,Cappuccino,2025-09-06,35,0.5,62,62,71,0,Clear,0
Cafe,Latte,2025-09-06,40,0.5,63,59,59,4,Clear,0
Cafe,Croissant,2025-09-06,30,12.0,39,34,34,5,Clear,0
Cafe,Sandwich,2025-09-06,45,8.0,43,43,47,0,Clear,0
Bakery,White Bread,2025-09-06,20,24.0,92,76,76,16,Clear,0
Bakery,Croissants,2025-09-06,30,12.0,74,73,73,1,Clear,0
Bakery,Donuts,2025-09-06,15,12.0,108,84,84,24,Clear,0
Bakery,Cake Slice,2025-09-06,40,48.0,48,46,46,2,Clear,0
Bakery,Cookies,2025-09-06,10,72.0,77,65,65,12,Clear,0
Cafe,Espresso,2025-09-07,25,0.5,48,48,52,0,Clear,0
Cafe,Cappuccino,2025-09-07,35,0.5,67,66,66,1,Clear,0
Cafe,Latte,2025-09-07,40,0.5,58,58,65,0,Clear,0
Cafe,Croissant,2025-09-07,30,12.0,38,38,43,0,Clear,0
Cafe,Sandwich,2025-09-07,45,8.0,44,36,36,8,Clear,0
Bakery,White Bread,2025-09-07,20,24.0,96,75,75,21,Clear,0
Bakery,Croissants,2025-09-07,30,12.0,77,54,54,23,Clear,0
Bakery,Donuts,2025-09-07,15,12.0,104,104,111,0,Clear,0
Bakery,Cake Slice,2025-09-07,40,48.0,44,44,46,0,Clear,0
Bakery,Cookies,2025-09-07,10,72.0,80,77,77,3,Clear,0
Cafe,Espresso,2025-09-08,25,0.5,56,50,50,6,Clear,0
Cafe,Cappuccino,2025-09-08,35,0.5,71,69,69,2,Clear,0
Cafe,Latte,2025-09-08,40,0.5,72,72,79,0,Clear,0
Cafe,Croissant,2025-09-08,30,12.0,47,47,48,0,Clear,0
Cafe,Sandwich,2025-09-08,45,8.0,53,53,53,0,Clear,0
Bakery,White Bread,2025-09-08,20,24.0,59,59,63,0,Clear,0
Bakery,Croissants,2025-09-08,30,12.0,51,44,44,7,Clear,0
Bakery,Donuts,2025-09-08,15,12.0,69,63,63,6,Clear,0
Bakery,Cake Slice,2025-09-08,40,48.0,31,31,31,0,Clear,0
Bakery,Cookies,2025-09-08,10,72.0,56,46,46,10,Clear,0
Cafe,Espresso,2025-09-09,25,0.5,65,54,54,11,Rainy,0
Cafe,Cappuccino,2025-09-09,35,0.5,92,92,99,0,Rainy,0
Cafe,Latte,2025-09-09,40,0.5,78,78,89,0,Rainy,0
Cafe,Croissant,2025-09-09,30,12.0,50,50,57,0,Rainy,0
Cafe,Sandwich,2025-09-09,45,8.0,61,61,63,0,Rainy,0
Bakery,White Bread,2025-09-09,20,24.0,51,51,58,0,Rainy,0
Bakery,Croissants,2025-09-09,30,12.0,47,36,36,11,Rainy,0
Bakery,Donuts,2025-09-09,15,12.0,71,53,53,18,Rainy,0
Bakery,Cake Slice,2025-09-09,40,48.0,30,21,21,9,Rainy,0
Bakery,Cookies,2025-09-09,10,72.0,52,44,44,8,Rainy,0
Cafe,Espresso,2025-09-10,25,0.5,53,53,55,0,Clear,0
Cafe,Cappuccino,2025-09-10,35,0.5,74,74,77,0,Clear,0
Cafe,Latte,2025-09-10,40,0.5,68,63,63,5,Clear,0
Cafe,Croissant,2025-09-10,30,12.0,47,36,36,11,Clear,0
Cafe,Sandwich,2025-09-10,45,8.0,55,55,56,0,Clear,0
Bakery,White Bread,2025-09-10,20,24.0,64,56,56,8,Clear,0
Bakery,Croissants,2025-09-10,30,12.0,54,38,38,16,Clear,0
Bakery,Donuts,2025-09-10,15,12.0,68,58,58,10,Clear,0
Bakery,Cake Slice,2025-09-10,40,48.0,33,22,22,11,Clear,0
Bakery,Cookies,2025-09-10,10,72.0,57,57,58,0,Clear,0
Cafe,Espresso,2025-09-11,25,0.5,54,54,63,0,Clear,0
Cafe,Cappuccino,2025-09-11,35,0.5,78,64,64,14,Clear,0
Cafe,Latte,2025-09-11,40,0.5,66,66,78,0,Clear,0
Cafe,Croissant,2025-09-11,30,12.0,46,46,49,0,Clear,0
Cafe,Sandwich,2025-09-11,45,8.0,54,51,51,3,Clear,0
Bakery,White Bread,2025-09-11,20,24.0,62,53,53,9,Clear,0
Bakery,Croissants,2025-09-11,30,12.0,48,42,42,6,Clear,0
Bakery,Donuts,2025-09-11,15,12.0,79,68,68,11,Clear,0
Bakery,Cake Slice,2025-09-11,40,48.0,34,26,26,8,Clear,0
Bakery,Cookies,2025-09-11,10,72.0,57,51,51,6,Clear,0
Cafe,Espresso,2025-09-12,25,0.5,55,55,56,0,Clear,0
Cafe,Cappuccino,2025-09-12,35,0.5,72,72,72,0,Clear,0
Cafe,Latte,2025-09-12,40,0.5,70,70,72,0,Clear,0
Cafe,Croissant,2025-09-12,30,12.0,48,45,45,3,Clear,0
Cafe,Sandwich,2025-09-12,45,8.0,53,50,50,3,Clear,0
Bakery,White Bread,2025-09-12,20,24.0,64,45,45,19,Clear,0
Bakery,Croissants,2025-09-12,30,12.0,47,41,41,6,Clear,0
Bakery,Donuts,2025-09-12,15,12.0,74,53,53,21,Clear,0
Bakery,Cake Slice,2025-09-12,40,48.0,29,25,25,4,Clear,0
Bakery,Cookies,2025-09-12,10,72.0,61,45,45,16,Clear,0
Cafe,Espresso,2025-09-13,25,0.5,57,50,50,7,Rainy,0
Cafe,Cappuccino,2025-09-13,35,0.5,72,72,73,0,Rainy,0
Cafe,Latte,2025-09-13,40,0.5,64,55,55,9,Rainy,0
Cafe,Croissant,2025-09-13,30,12.0,42,36,36,6,Rainy,0
Cafe,Sandwich,2025-09-13,45,8.0,47,46,46,1,Rainy,0
Bakery,White Bread,2025-09-13,20,24.0,89,75,75,14,Rainy,0
Bakery,Croissants,2025-09-13,30,12.0,67,54,54,13,Rainy,0
Bakery,Donuts,2025-09-13,15,12.0,110,84,84,26,Rainy,0
Bakery,Cake Slice,2025-09-13,40,48.0,39,38,38,1,Rainy,0
Bakery,Cookies,2025-09-13,10,72.0,70,62,62,8,Rainy,0
Cafe,Espresso,2025-09-14,25,0.5,49,49,51,0,Clear,0
Cafe,Cappuccino,2025-09-14,35,0.5,71,55,55,16,Clear,0
Cafe,Latte,2025-09-14,40,0.5,58,56,56,2,Clear,0
Cafe,Croissant,2025-09-14,30,12.0,38,36,36,2,Clear,0
Cafe,Sandwich,2025-09-14,45,8.0,47,46,46,1,Clear,0
Bakery,White Bread,2025-09-14,20,24.0,96,75,75,21,Clear,0
Bakery,Croissants,2025-09-14,30,12.0,80,77,77,3,Clear,0
Bakery,Donuts,2025-09-14,15,12.0,119,78,78,41,Clear,0
Bakery,Cake Slice,2025-09-14,40,48.0,48,33,33,15,Clear,0
Bakery,Cookies,2025-09-14,10,72.0,80,60,60,20,Clear,0
Cafe,Espresso,2025-09-15,25,0.5,54,54,54,0,Clear,0
Cafe,Cappuccino,2025-09-15,35,0.5,77,71,71,6,Clear,0
Cafe,Latte,2025-09-15,40,0.5,66,66,67,0,Clear,0
Cafe,Croissant,2025-09-15,30,12.0,47,37,37,10,Clear,0
Cafe,Sandwich,2025-09-15,45,8.0,48,47,47,1,Clear,0
Bakery,White Bread,2025-09-15,20,24.0,68,58,58,10,Clear,0
Bakery,Croissants,2025-09-15,30,12.0,52,41,41,11,Clear,0
Bakery,Donuts,2025-09-15,15,12.0,76,52,52,24,Clear,0
Bakery,Cake Slice,2025-09-15,40,48.0,32,32,32,0,Clear,0
Bakery,Cookies,2025-09-15,10,72.0,57,56,56,1,Clear,0
Cafe,Espresso,2025-09-16,25,0.5,71,55,55,16,Rainy,0
Cafe,Cappuccino,2025-09-16,35,0.5,89,75,75,14,Rainy,0
Cafe,Latte,2025-09-16,40,0.5,75,75,77,0,Rainy,0
Cafe,Croissant,2025-09-16,30,12.0,50,50,50,0,Rainy,0
Cafe,Sandwich,2025-09-16,45,8.0,60,48,48,12,Rainy,0
Bakery,White Bread,2025-09-16,20,24.0,52,50,50,2,Rainy,0
Bakery,Croissants,2025-09-16,30,12.0,44,43,43,1,Rainy,0
Bakery,Donuts,2025-09-16,15,12.0,69,67,67,2,Rainy,0
Bakery,Cake Slice,2025-09-16,40,48.0,29,24,24,5,Rainy,0
Bakery,Cookies,2025-09-16,10,72.0,52,40,40,12,Rainy,0
Cafe,Espresso,2025-09-17,25,0.5,57,57,62,0,Clear,0
Cafe,Cappuccino,2025-09-17,35,0.5,81,81,85,0,Clear,0
Cafe,Latte,2025-09-17,40,0.5,75,67,67,8,Clear,0
Cafe,Croissant,2025-09-17,30,12.0,44,44,45,0,Clear,0
Cafe,Sandwich,2025-09-17,45,8.0,50,50,52,0,Clear,0
Bakery,White Bread,2025-09-17,20,24.0,65,58,58,7,Clear,0
Bakery,Croissants,2025-09-17,30,12.0,49,38,38,11,Clear,0
Bakery,Donuts,2025-09-17,15,12.0,74,56,56,18,Clear,0
Bakery,Cake Slice,2025-09-17,40,48.0,34,25,25,9,Clear,0
Bakery,Cookies,2025-09-17,10,72.0,52,40,40,12,Clear,0
Cafe,Espresso,2025-09-18,25,0.5,56,48,48,8,Clear,0
Cafe,Cappuccino,2025-09-18,35,0.5,76,70,70,6,Clear,0
Cafe,Latte,2025-09-18,40,0.5,73,71,71,2,Clear,0
Cafe,Croissant,2025-09-18,30,12.0,44,39,39,5,Clear,0
Cafe,Sandwich,2025-09-18,45,8.0,56,49,49,7,Clear,0
Bakery,White Bread,2025-09-18,20,24.0,65,47,47,18,Clear,0
Bakery,Croissants,2025-09-18,30,12.0,50,35,35,15,Clear,0
Bakery,Donuts,2025-09-18,15,12.0,75,75,77,0,Clear,0
Bakery,Cake Slice,2025-09-18,40,48.0,31,22,22,9,Clear,0
Bakery,Cookies,2025-09-18,10,72.0,51,47,47,4,Clear,0
Cafe,Espresso,2025-09-19,25,0.5,69,64,64,5,Rainy,0
Cafe,Cappuccino,2025-09-19,35,0.5,86,86,99,0,Rainy,0
Cafe,Latte,2025-09-19,40,0.5,77,77,92,0,Rainy,0
Cafe,Croissant,2025-09-19,30,12.0,50,50,57,0,Rainy,0
Cafe,Sandwich,2025-09-19,45,8.0,60,60,64,0,Rainy,0
Bakery,White Bread,2025-09-19,20,24.0,62,45,45,17,Rainy,0
Bakery,Croissants,2025-09-19,30,12.0,49,37,37,12,Rainy,0
Bakery,Donuts,2025-09-19,15,12.0,66,55,55,11,Rainy,0
Bakery,Cake Slice,2025-09-19,40,48.0,28,21,21,7,Rainy,0
Bakery,Cookies,2025-09-19,10,72.0,51,45,45,6,Rainy,0
Cafe,Espresso,2025-09-20,25,0.5,49,44,44,5,Clear,0
